item_id,date,sell_price,day_of_week,month,year,demand_lag_1,demand_lag_7,rolling_mean_7,rolling_mean_28
HOUSEHOLD_1_262,2016-05-22,0.97,6,5,2016,8.0,8.0,5.714285714285714,6.928571428571429
HOUSEHOLD_1_054,2016-05-22,3.92,6,5,2016,0.0,0.0,0.2857142857142857,0.25
HOBBIES_1_249,2016-05-22,4.88,6,5,2016,1.0,2.0,0.8571428571428571,0.9285714285714286
HOUSEHOLD_1_369,2016-05-22,3.72,6,5,2016,3.0,0.0,1.0,0.9642857142857143
HOUSEHOLD_1_473,2016-05-22,2.36,6,5,2016,2.0,7.0,5.428571428571429,5.035714285714286
HOBBIES_1_248,2016-05-22,0.94,6,5,2016,0.0,0.0,1.4285714285714286,1.3928571428571428
HOBBIES_1_144,2016-05-22,11.28,6,5,2016,1.0,1.0,1.4285714285714286,1.2857142857142858
HOUSEHOLD_1_339,2016-05-22,0.97,6,5,2016,7.0,4.0,5.285714285714286,5.0
HOUSEHOLD_1_340,2016-05-22,4.98,6,5,2016,0.0,0.0,0.14285714285714285,0.17857142857142858
HOUSEHOLD_2_019,2016-05-22,9.47,6,5,2016,0.0,0.0,0.0,0.10714285714285714
HOUSEHOLD_1_259,2016-05-22,7.48,6,5,2016,1.0,2.0,1.4285714285714286,1.4642857142857142
HOUSEHOLD_1_345,2016-05-22,4.22,6,5,2016,0.0,0.0,0.0,0.8214285714285714
HOBBIES_2_095,2016-05-22,0.88,6,5,2016,1.0,2.0,0.42857142857142855,0.2857142857142857
HOUSEHOLD_1_256,2016-05-22,5.97,6,5,2016,2.0,3.0,1.5714285714285714,1.0357142857142858
HOUSEHOLD_1_343,2016-05-22,5.27,6,5,2016,0.0,2.0,1.5714285714285714,1.6071428571428572
HOUSEHOLD_2_018,2016-05-22,7.94,6,5,2016,0.0,0.0,0.0,0.03571428571428571
HOBBIES_1_257,2016-05-22,16.76,6,5,2016,0.0,0.0,0.14285714285714285,0.25
HOUSEHOLD_1_257,2016-05-22,5.24,6,5,2016,0.0,0.0,0.42857142857142855,0.8571428571428571
HOUSEHOLD_1_342,2016-05-22,17.97,6,5,2016,2.0,2.0,1.0,1.0714285714285714
HOBBIES_2_096,2016-05-22,2.77,6,5,2016,0.0,0.0,0.0,0.03571428571428571
HOBBIES_1_140,2016-05-22,1.12,6,5,2016,0.0,0.0,0.0,0.9642857142857143
HOBBIES_1_256,2016-05-22,0.48,6,5,2016,22.0,0.0,5.857142857142857,8.392857142857142
HOUSEHOLD_1_008,2016-05-22,5.47,6,5,2016,1.0,1.0,0.42857142857142855,0.32142857142857145
HOUSEHOLD_1_258,2016-05-22,2.97,6,5,2016,0.0,0.0,0.14285714285714285,0.10714285714285714
HOUSEHOLD_1_474,2016-05-22,0.97,6,5,2016,2.0,1.0,0.8571428571428571,1.3928571428571428
HOBBIES_1_255,2016-05-22,1.88,6,5,2016,0.0,0.0,0.0,0.5714285714285714
HOUSEHOLD_1_371,2016-05-22,4.94,6,5,2016,0.0,1.0,0.8571428571428571,1.0
HOUSEHOLD_1_437,2016-05-22,2.96,6,5,2016,9.0,5.0,4.571428571428571,4.25
HOBBIES_1_254,2016-05-22,0.7,6,5,2016,4.0,0.0,4.857142857142857,6.035714285714286
HOUSEHOLD_1_057,2016-05-22,1.77,6,5,2016,0.0,0.0,0.2857142857142857,0.17857142857142858
HOBBIES_1_141,2016-05-22,13.98,6,5,2016,1.0,4.0,2.4285714285714284,1.9642857142857142
HOUSEHOLD_1_370,2016-05-22,7.27,6,5,2016,2.0,4.0,1.4285714285714286,1.1785714285714286
HOBBIES_1_253,2016-05-22,11.98,6,5,2016,0.0,3.0,0.5714285714285714,0.5
HOUSEHOLD_1_010,2016-05-22,3.17,6,5,2016,2.0,0.0,1.1428571428571428,0.2857142857142857
HOBBIES_2_097,2016-05-22,1.97,6,5,2016,0.0,1.0,0.14285714285714285,0.21428571428571427
HOBBIES_1_142,2016-05-22,0.94,6,5,2016,1.0,5.0,2.142857142857143,1.1785714285714286
HOUSEHOLD_1_056,2016-05-22,11.97,6,5,2016,5.0,4.0,3.0,1.9285714285714286
HOUSEHOLD_1_263,2016-05-22,7.42,6,5,2016,0.0,0.0,0.14285714285714285,0.25
HOUSEHOLD_1_006,2016-05-22,6.97,6,5,2016,1.0,3.0,1.0,1.1428571428571428
HOBBIES_1_145,2016-05-22,1.28,6,5,2016,0.0,0.0,0.8571428571428571,1.4642857142857142
HOUSEHOLD_2_021,2016-05-22,4.47,6,5,2016,0.0,1.0,0.42857142857142855,0.42857142857142855
HOUSEHOLD_1_337,2016-05-22,4.97,6,5,2016,0.0,0.0,0.14285714285714285,0.5
HOUSEHOLD_2_051,2016-05-22,9.97,6,5,2016,0.0,1.0,0.8571428571428571,0.6785714285714286
HOBBIES_2_104,2016-05-22,2.97,6,5,2016,0.0,0.0,0.42857142857142855,0.25
HOUSEHOLD_1_051,2016-05-22,2.96,6,5,2016,3.0,10.0,4.285714285714286,3.7142857142857144
HOUSEHOLD_1_268,2016-05-22,8.37,6,5,2016,0.0,0.0,0.42857142857142855,0.6071428571428571
HOUSEHOLD_2_023,2016-05-22,3.97,6,5,2016,1.0,2.0,0.7142857142857143,0.42857142857142855
HOBBIES_1_148,2016-05-22,4.88,6,5,2016,1.0,5.0,1.5714285714285714,1.5714285714285714
HOBBIES_1_241,2016-05-22,19.94,6,5,2016,5.0,3.0,4.142857142857143,4.178571428571429
HOUSEHOLD_1_013,2016-05-22,4.94,6,5,2016,0.0,0.0,0.14285714285714285,0.8928571428571429
HOBBIES_1_240,2016-05-22,2.88,6,5,2016,1.0,1.0,1.1428571428571428,0.8928571428571429
HOUSEHOLD_1_336,2016-05-22,4.87,6,5,2016,0.0,2.0,1.0,0.8571428571428571
HOBBIES_2_105,2016-05-22,2.47,6,5,2016,0.0,0.0,0.0,0.21428571428571427
HOUSEHOLD_1_269,2016-05-22,3.12,6,5,2016,0.0,0.0,0.14285714285714285,0.10714285714285714
HOUSEHOLD_1_050,2016-05-22,3.97,6,5,2016,0.0,6.0,1.8571428571428572,1.5714285714285714
HOBBIES_1_149,2016-05-22,1.56,6,5,2016,0.0,1.0,0.7142857142857143,0.39285714285714285
HOBBIES_1_239,2016-05-22,2.97,6,5,2016,0.0,0.0,0.2857142857142857,0.35714285714285715
HOUSEHOLD_1_270,2016-05-22,9.92,6,5,2016,1.0,1.0,0.8571428571428571,0.42857142857142855
HOUSEHOLD_1_456,2016-05-22,6.97,6,5,2016,2.0,4.0,1.4285714285714286,1.25
HOUSEHOLD_1_367,2016-05-22,3.97,6,5,2016,1.0,3.0,0.5714285714285714,0.42857142857142855
HOUSEHOLD_1_335,2016-05-22,8.96,6,5,2016,0.0,0.0,0.14285714285714285,0.5357142857142857
HOBBIES_2_106,2016-05-22,0.97,6,5,2016,0.0,0.0,0.0,0.07142857142857142
HOUSEHOLD_2_024,2016-05-22,2.22,6,5,2016,1.0,1.0,0.42857142857142855,0.6785714285714286
HOBBIES_1_150,2016-05-22,1.77,6,5,2016,2.0,0.0,0.7142857142857143,1.25
HOBBIES_1_238,2016-05-22,5.94,6,5,2016,0.0,0.0,0.14285714285714285,0.42857142857142855
HOUSEHOLD_1_049,2016-05-22,5.97,6,5,2016,0.0,3.0,1.5714285714285714,0.8571428571428571
HOUSEHOLD_1_005,2016-05-22,9.97,6,5,2016,1.0,0.0,0.42857142857142855,0.8928571428571429
HOUSEHOLD_1_271,2016-05-22,2.98,6,5,2016,1.0,0.0,0.2857142857142857,0.39285714285714285
HOBBIES_1_242,2016-05-22,2.78,6,5,2016,2.0,1.0,1.7142857142857142,0.8928571428571429
HOUSEHOLD_1_001,2016-05-22,5.97,6,5,2016,1.0,1.0,0.42857142857142855,0.5
HOBBIES_1_247,2016-05-22,16.88,6,5,2016,1.0,5.0,2.0,2.1785714285714284
HOBBIES_2_101,2016-05-22,0.5,6,5,2016,0.0,0.0,0.2857142857142857,0.10714285714285714
HOUSEHOLD_1_012,2016-05-22,3.92,6,5,2016,0.0,0.0,1.0,0.75
HOUSEHOLD_1_438,2016-05-22,7.33,6,5,2016,0.0,0.0,0.0,0.5
HOUSEHOLD_1_264,2016-05-22,7.47,6,5,2016,3.0,0.0,0.7142857142857143,0.39285714285714285
HOUSEHOLD_1_452,2016-05-22,2.97,6,5,2016,0.0,0.0,0.0,0.0
HOBBIES_1_246,2016-05-22,10.98,6,5,2016,1.0,1.0,0.5714285714285714,0.5
HOBBIES_2_102,2016-05-22,5.97,6,5,2016,1.0,2.0,0.7142857142857143,0.42857142857142855
HOUSEHOLD_1_265,2016-05-22,4.74,6,5,2016,2.0,1.0,0.8571428571428571,0.5357142857142857
HOBBIES_1_146,2016-05-22,4.86,6,5,2016,0.0,1.0,0.5714285714285714,0.42857142857142855
HOBBIES_1_245,2016-05-22,4.97,6,5,2016,0.0,0.0,0.0,0.21428571428571427
HOUSEHOLD_1_053,2016-05-22,14.97,6,5,2016,7.0,3.0,3.142857142857143,2.892857142857143
HOUSEHOLD_1_368,2016-05-22,7.98,6,5,2016,0.0,0.0,0.14285714285714285,0.5357142857142857
HOUSEHOLD_1_346,2016-05-22,3.94,6,5,2016,5.0,0.0,0.7142857142857143,0.8928571428571429
HOUSEHOLD_1_338,2016-05-22,3.94,6,5,2016,12.0,0.0,4.714285714285714,4.535714285714286
HOBBIES_1_244,2016-05-22,0.48,6,5,2016,6.0,8.0,6.285714285714286,7.0
HOBBIES_1_147,2016-05-22,9.97,6,5,2016,9.0,2.0,7.714285714285714,6.964285714285714
HOUSEHOLD_1_052,2016-05-22,4.23,6,5,2016,1.0,2.0,0.7142857142857143,0.5
HOBBIES_2_103,2016-05-22,2.5,6,5,2016,1.0,0.0,0.42857142857142855,0.42857142857142855
HOUSEHOLD_1_472,2016-05-22,4.82,6,5,2016,0.0,0.0,0.0,0.21428571428571427
HOUSEHOLD_1_266,2016-05-22,1.0,6,5,2016,2.0,0.0,0.8571428571428571,0.7857142857142857
HOUSEHOLD_2_022,2016-05-22,5.64,6,5,2016,1.0,0.0,0.2857142857142857,0.32142857142857145
HOBBIES_1_243,2016-05-22,13.88,6,5,2016,0.0,0.0,0.7142857142857143,0.25
HOUSEHOLD_2_049,2016-05-22,3.42,6,5,2016,1.0,0.0,0.8571428571428571,0.4642857142857143
HOUSEHOLD_1_455,2016-05-22,2.97,6,5,2016,2.0,4.0,1.5714285714285714,1.4642857142857142
HOUSEHOLD_1_267,2016-05-22,9.74,6,5,2016,3.0,0.0,0.5714285714285714,1.2142857142857142
HOUSEHOLD_1_280,2016-05-22,4.97,6,5,2016,1.0,0.0,0.2857142857142857,0.32142857142857145
HOBBIES_2_116,2016-05-22,2.97,6,5,2016,0.0,2.0,0.2857142857142857,0.25
HOBBIES_1_226,2016-05-22,13.98,6,5,2016,1.0,0.0,1.0,1.1071428571428572
HOBBIES_1_197,2016-05-22,12.84,6,5,2016,1.0,0.0,0.2857142857142857,0.35714285714285715
HOUSEHOLD_1_464,2016-05-22,9.47,6,5,2016,1.0,0.0,0.2857142857142857,0.39285714285714285
HOBBIES_2_141,2016-05-22,0.5,6,5,2016,1.0,1.0,0.42857142857142855,0.39285714285714285
HOUSEHOLD_1_445,2016-05-22,1.97,6,5,2016,3.0,4.0,2.7142857142857144,2.5
HOBBIES_1_195,2016-05-22,11.28,6,5,2016,4.0,0.0,1.1428571428571428,0.8571428571428571
HOUSEHOLD_1_033,2016-05-22,3.97,6,5,2016,3.0,1.0,1.5714285714285714,1.9642857142857142
HOBBIES_1_171,2016-05-22,2.88,6,5,2016,0.0,1.0,0.2857142857142857,0.4642857142857143
HOUSEHOLD_1_303,2016-05-22,0.98,6,5,2016,1.0,1.0,2.0,3.642857142857143
HOUSEHOLD_1_358,2016-05-22,9.97,6,5,2016,6.0,3.0,2.857142857142857,2.25
HOBBIES_1_194,2016-05-22,2.88,6,5,2016,2.0,4.0,1.8571428571428572,1.75
HOUSEHOLD_1_023,2016-05-22,8.97,6,5,2016,0.0,0.0,0.0,0.5714285714285714
HOUSEHOLD_1_353,2016-05-22,3.44,6,5,2016,1.0,1.0,1.0,0.8928571428571429
HOUSEHOLD_1_302,2016-05-22,7.93,6,5,2016,0.0,1.0,0.2857142857142857,0.10714285714285714
HOUSEHOLD_1_319,2016-05-22,1.94,6,5,2016,0.0,1.0,1.8571428571428572,2.0357142857142856
HOBBIES_1_172,2016-05-22,2.98,6,5,2016,0.0,3.0,0.7142857142857143,0.8928571428571429
HOBBIES_2_129,2016-05-22,0.23,6,5,2016,8.0,1.0,2.857142857142857,1.3571428571428572
HOUSEHOLD_1_032,2016-05-22,9.98,6,5,2016,20.0,18.0,9.857142857142858,8.714285714285714
HOUSEHOLD_1_304,2016-05-22,2.36,6,5,2016,4.0,6.0,4.142857142857143,4.178571428571429
HOUSEHOLD_2_036,2016-05-22,3.97,6,5,2016,0.0,2.0,0.7142857142857143,0.8571428571428571
HOUSEHOLD_1_460,2016-05-22,3.88,6,5,2016,2.0,2.0,1.4285714285714286,1.5714285714285714
HOBBIES_2_130,2016-05-22,6.97,6,5,2016,0.0,2.0,0.2857142857142857,0.17857142857142858
HOBBIES_1_192,2016-05-22,3.54,6,5,2016,0.0,0.0,0.14285714285714285,0.14285714285714285
HOUSEHOLD_1_305,2016-05-22,2.97,6,5,2016,0.0,0.0,0.2857142857142857,0.75
HOBBIES_1_173,2016-05-22,10.97,6,5,2016,1.0,3.0,1.0,0.5357142857142857
HOUSEHOLD_1_030,2016-05-22,4.94,6,5,2016,1.0,1.0,1.1428571428571428,1.2142857142857142
HOBBIES_1_191,2016-05-22,8.97,6,5,2016,1.0,0.0,0.2857142857142857,0.21428571428571427
HOBBIES_1_193,2016-05-22,7.98,6,5,2016,0.0,0.0,0.5714285714285714,0.75
HOBBIES_2_140,2016-05-22,2.47,6,5,2016,0.0,2.0,0.7142857142857143,0.25
HOUSEHOLD_2_035,2016-05-22,5.94,6,5,2016,1.0,1.0,0.7142857142857143,0.42857142857142855
HOBBIES_2_128,2016-05-22,4.97,6,5,2016,0.0,0.0,0.0,0.21428571428571427
HOBBIES_2_143,2016-05-22,0.97,6,5,2016,0.0,0.0,0.0,0.2857142857142857
HOBBIES_1_202,2016-05-22,1.77,6,5,2016,0.0,0.0,0.0,0.35714285714285715
HOUSEHOLD_1_298,2016-05-22,3.72,6,5,2016,1.0,0.0,0.7142857142857143,0.6428571428571429
HOUSEHOLD_1_322,2016-05-22,2.97,6,5,2016,1.0,5.0,1.5714285714285714,2.0357142857142856
HOUSEHOLD_1_465,2016-05-22,0.97,6,5,2016,25.0,16.0,10.571428571428571,10.964285714285714
HOUSEHOLD_1_035,2016-05-22,4.63,6,5,2016,0.0,0.0,0.42857142857142855,0.7142857142857143
HOBBIES_1_168,2016-05-22,4.83,6,5,2016,1.0,0.0,0.42857142857142855,0.25
HOUSEHOLD_1_299,2016-05-22,5.27,6,5,2016,1.0,1.0,1.0,1.0
HOUSEHOLD_2_034,2016-05-22,11.84,6,5,2016,0.0,0.0,0.14285714285714285,0.10714285714285714
HOBBIES_1_201,2016-05-22,5.98,6,5,2016,1.0,2.0,1.0,0.7142857142857143
HOBBIES_2_126,2016-05-22,0.5,6,5,2016,2.0,2.0,1.1428571428571428,0.6785714285714286
HOBBIES_1_169,2016-05-22,0.57,6,5,2016,27.0,13.0,10.857142857142858,7.964285714285714
HOBBIES_1_170,2016-05-22,17.97,6,5,2016,0.0,1.0,0.14285714285714285,0.14285714285714285
HOBBIES_1_200,2016-05-22,7.88,6,5,2016,0.0,0.0,0.42857142857142855,0.5
HOUSEHOLD_1_300,2016-05-22,4.88,6,5,2016,0.0,0.0,0.14285714285714285,0.03571428571428571
HOUSEHOLD_1_359,2016-05-22,6.88,6,5,2016,1.0,3.0,0.8571428571428571,1.2142857142857142
HOUSEHOLD_1_034,2016-05-22,3.93,6,5,2016,0.0,1.0,0.8571428571428571,0.9642857142857143
HOUSEHOLD_2_042,2016-05-22,4.28,6,5,2016,0.0,0.0,0.14285714285714285,0.07142857142857142
HOBBIES_1_199,2016-05-22,3.98,6,5,2016,0.0,2.0,0.42857142857142855,0.42857142857142855
HOUSEHOLD_1_058,2016-05-22,6.48,6,5,2016,2.0,0.0,0.5714285714285714,0.4642857142857143
HOBBIES_2_142,2016-05-22,0.23,6,5,2016,0.0,0.0,0.0,0.0
HOBBIES_2_127,2016-05-22,3.97,6,5,2016,2.0,0.0,0.2857142857142857,0.21428571428571427
HOBBIES_1_198,2016-05-22,8.38,6,5,2016,0.0,0.0,0.5714285714285714,0.5
HOUSEHOLD_1_320,2016-05-22,4.47,6,5,2016,3.0,0.0,0.42857142857142855,0.6428571428571429
HOUSEHOLD_1_022,2016-05-22,4.84,6,5,2016,2.0,2.0,0.5714285714285714,0.39285714285714285
HOUSEHOLD_1_301,2016-05-22,4.94,6,5,2016,0.0,4.0,1.1428571428571428,1.5357142857142858
HOUSEHOLD_1_321,2016-05-22,2.97,6,5,2016,1.0,0.0,1.0,1.5714285714285714
HOBBIES_2_125,2016-05-22,0.97,6,5,2016,0.0,0.0,0.0,0.25
HOBBIES_2_131,2016-05-22,5.97,6,5,2016,0.0,0.0,0.0,0.32142857142857145
HOUSEHOLD_1_306,2016-05-22,1.97,6,5,2016,0.0,4.0,4.714285714285714,2.8214285714285716
HOBBIES_2_134,2016-05-22,4.97,6,5,2016,1.0,0.0,0.2857142857142857,0.17857142857142858
HOUSEHOLD_1_356,2016-05-22,5.96,6,5,2016,0.0,0.0,0.0,0.0
HOBBIES_1_184,2016-05-22,12.68,6,5,2016,0.0,0.0,0.2857142857142857,0.32142857142857145
HOUSEHOLD_1_462,2016-05-22,2.36,6,5,2016,2.0,0.0,0.7142857142857143,1.5357142857142858
HOUSEHOLD_1_446,2016-05-22,3.93,6,5,2016,1.0,1.0,0.7142857142857143,0.7142857142857143
HOBBIES_1_177,2016-05-22,4.24,6,5,2016,1.0,2.0,1.5714285714285714,1.2142857142857142
HOUSEHOLD_1_027,2016-05-22,5.97,6,5,2016,1.0,3.0,1.8571428571428572,2.0714285714285716
HOUSEHOLD_1_311,2016-05-22,3.88,6,5,2016,1.0,1.0,0.8571428571428571,0.8928571428571429
HOUSEHOLD_2_038,2016-05-22,5.94,6,5,2016,1.0,1.0,0.2857142857142857,0.17857142857142858
HOBBIES_1_183,2016-05-22,6.97,6,5,2016,0.0,0.0,0.0,0.39285714285714285
HOBBIES_2_137,2016-05-22,2.97,6,5,2016,0.0,1.0,0.14285714285714285,0.32142857142857145
HOBBIES_1_178,2016-05-22,0.48,6,5,2016,0.0,19.0,3.857142857142857,5.857142857142857
HOUSEHOLD_1_447,2016-05-22,0.97,6,5,2016,4.0,7.0,4.857142857142857,4.928571428571429
HOBBIES_1_181,2016-05-22,1.97,6,5,2016,0.0,1.0,0.2857142857142857,0.2857142857142857
HOBBIES_2_135,2016-05-22,0.5,6,5,2016,1.0,1.0,0.2857142857142857,0.14285714285714285
HOUSEHOLD_1_355,2016-05-22,7.98,6,5,2016,0.0,0.0,0.2857142857142857,0.39285714285714285
HOUSEHOLD_2_040,2016-05-22,3.97,6,5,2016,0.0,1.0,0.14285714285714285,0.25
HOUSEHOLD_1_026,2016-05-22,2.97,6,5,2016,0.0,1.0,0.7142857142857143,1.1428571428571428
HOUSEHOLD_1_354,2016-05-22,1.93,6,5,2016,1.0,0.0,1.5714285714285714,1.75
HOBBIES_1_180,2016-05-22,19.98,6,5,2016,0.0,0.0,0.2857142857142857,0.39285714285714285
HOBBIES_2_136,2016-05-22,2.88,6,5,2016,0.0,0.0,0.2857142857142857,0.21428571428571427
